trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500,5872500
5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000,5875000
5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500,5877500
5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000,5880000
5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500,5882500
5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000,5885000
5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500,5887500
5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000,5890000
5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500,5892500
5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000,5895000
5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500,5897500
5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000,5900000
5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500,5902500
5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000,5905000
5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500,5907500
5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000,5910000
5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500,5912500
5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000,5915000
5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500,5917500
5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000,5920000
5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500,5922500
5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000,5925000
5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500,5927500
5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000,5930000
5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500,5932500
5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000,5935000
5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500,5937500
5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000,5940000
5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500,5942500
5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000,5945000
5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500,5947500
5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000,5950000
5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500,5952500
5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000,5955000
5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500,5957500
5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000,5960000
5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500,5962500
5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000,5965000
5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500,5967500
5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000,5970000
5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500,5972500
5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000,5975000
5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500,5977500
5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000,5980000
5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500,5982500
5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000,5985000
5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500,5987500
5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000,5990000
5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500,5992500
5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000,5995000
5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500,5997500
6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000,6000000
6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500,6002500
6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000,6005000
6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500,6007500
6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000,6010000
6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500,6012500
6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000,6015000
6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500,6017500
6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000,6020000
6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500,6022500
6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000,6025000
6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500,6027500
6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000,6030000
6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500,6032500
6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000,6035000
6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500,6037500
6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000,6040000
6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500,6042500
6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000,6045000
6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500,6047500
6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000,6050000
6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500,6052500
6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000,6055000
6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500,6057500
6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000,6060000
6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500,6062500
6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000,6065000
6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500,6067500
6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000,6070000
6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500,6072500
6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000,6075000
6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500,6077500
6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000,6080000
6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500,6082500
6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000,6085000
6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500,6087500
6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000,6090000
6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500,6092500
6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000,6095000
6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500,6097500
6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000,6100000
6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500,6102500
6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000,6105000
6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500,6107500
6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000,6110000
6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500,6112500
6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000,6115000
6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500,6117500
6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000,6120000
6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500,6122500
6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000,6125000
6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500,6127500
6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000,6130000
6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500,6132500
6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000,6135000
6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500,6137500
6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000,6140000
6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500,6142500
6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000,6145000
6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500,6147500
6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000,6150000
6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500,6152500
6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000,6155000
6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500,6157500
